procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 13      0 321374784 352356 59207108    0    0  5228    44 267040 958363  1 18 68 13  0
 5 12      0 319340768 352356 59212424    0    0  7808     0 273580 974480  1 18 68 13  0
 9 12      0 317467296 352356 59222160    0    0 10692     0 274195 979422  1 18 69 12  0
14  8      0 315425984 352356 59224352    0    0  8064     0 275676 983433  0 18 68 13  0
 9 12      0 313401600 352356 59216952    0    0  7680     0 274717 983199  1 18 69 12  0
 9  9      0 313136288 352356 59058256    0    0  8812    36 281840 966384  0 18 69 13  0
12  5      0 320070592 352360 52533508    0    0 500408     0 123423 267312  5  9 65 21  0
14  7      0 324473920 352356 46042240    0    0 570832     0 25135 20109  7  7 61 25  0
 4 15      0 323048864 352364 46035824    0    0 590404     0 23770 17707  9  6 62 24  0
 8 13      0 322553312 352372 46128964    0    0 572232     0 31846 30560  9  6 63 23  0
 2 16      0 319537472 352364 46166356    0    0 544392     0 29332 25285  9  7 63 22  0
 5 13      0 317041088 352372 45883496    0    0 328972     0 146141 360363  5 11 64 20  0
 8 12      0 314875136 352376 45889260    0    0  8192    44 305868 1063788  1 17 68 14  0
12  9      0 312526496 352376 45898024    0    0  7552     0 305029 1064338  1 17 69 14  0
 7 12      0 310382016 352376 45903640    0    0  8800     0 312512 1126057  1 17 69 13  0
11  8      0 309052800 352376 45909008    0    0 13928     0 322080 1262615  0 18 69 13  0
 7 12      0 309048288 352376 45901772    0    0  5504     0 307650 1229354  1 17 70 13  0
 7 14      0 309125792 352376 45900076    0    0  6400    36 308696 1207337  1 16 70 13  0
 6 11      0 309179968 352376 45901132    0    0  7296     0 309831 1210998  0 16 71 13  0
 3 13      0 309229376 352376 45904908    0    0  7152     0 303158 1106355  0 15 70 14  0
 7 13      0 309222816 352376 45904520    0    0  7916     0 306385 1169795  0 16 70 14  0
 6 14      0 309285088 352376 45903200    0    0  6784     0 305917 1160166  0 15 71 14  0
15  5      0 309329120 352376 45897716    0    0  7552     0 306383 1196611  0 16 71 13  0
10 12      0 309358624 352376 45897168    0    0  6784     0 308266 1139799  0 15 70 14  0
14  3      0 309343776 352376 45903320    0    0  5504     0 304325 1088384  0 15 70 15  0
 8 13      0 308397376 352376 45902976    0    0  6144     0 283172 934722  0 16 70 14  0
13  5      0 309980480 352376 45902748    0    0  6144     0 282484 907715  1 15 70 15  0
 5 11      0 309717248 352376 45902596    0    0  7108     0 286531 946687  0 16 70 14  0
 7 14      0 309671488 352376 45894180    0    0  5964     0 279800 916197  1 15 70 14  0
 8 11      0 309097024 352376 45900948    0    0  5888     0 279807 992556  1 15 71 12  0
19  4      0 310710848 352376 45902128    0    0 13636     0 288336 1094401  1 17 70 12  0
 7 12      0 310982976 352376 45904256    0    0  7472     0 285423 1005779  0 16 71 13  0
15  6      0 310896000 352376 45905180    0    0  8140     0 284249 1093623  1 17 70 12  0
 5 12      0 311552576 352376 45905532    0    0  9316     0 276987 1046290  0 16 71 13  0
 5 13      0 311535616 352376 45908856    0    0  5576     0 276457 976989  0 15 71 14  0
 5 14      0 311493696 352376 45914348    0    0  5376     0 278135 972904  0 15 71 14  0
10  7      0 311911648 352376 45915600    0    0  6384     0 279980 1009349  0 15 71 13  0
 4 14      0 311922688 352376 45914544    0    0  5376     0 281027 996014  0 15 71 13  0
 4 12      0 312076256 352376 45913712    0    0  5476     0 281664 990886  0 16 70 14  0
 8  9      0 312086400 352376 45911412    0    0  6396     0 281083 1003738  0 15 71 13  0
 7 11      0 312091616 352376 45915128    0    0  7060     0 280573 1033548  0 16 70 14  0
 7 12      0 312117056 352376 45915848    0    0  7168     0 282862 1037042  0 16 70 14  0
19  7      0 312083904 352376 45913500    0    0  8620     0 284316 1047089  0 16 70 13  0
 6 11      0 312074944 352376 45892580    0    0  7168     0 284826 1018489  1 17 70 12  0
12  8      0 312089024 352376 45898956    0    0  7280     0 281872 1075167  1 17 69 13  0
15 11      0 312094208 352376 45905892    0    0  9120     0 284673 1109588  0 17 70 13  0
 5 14      0 312124832 352376 45891664    0    0 10560     0 284735 1088458  0 17 70 13  0
 7 10      0 312125024 352376 45897248    0    0  7544     0 281272 1063602  0 16 70 13  0
 7 13      0 312124992 352376 45898780    0    0  6388     0 280491 1003176  0 16 70 14  0
 7 12      0 312120128 352376 45904736    0    0  4584     0 281638 1019288  0 16 70 14  0
 7  9      0 312115616 352376 45903300    0    0  6656     0 280603 1006001  0 16 70 14  0
 8 15      0 312132544 352376 45903628    0    0  5888     0 281720 1017721  0 16 70 14  0
 5 12      0 312158176 352376 45902520    0    0  7844     0 284923 1028594  0 16 70 14  0
 8 15      0 312138048 352376 45902400    0    0  5604     0 283757 1009051  0 16 70 14  0
 3 13      0 312148832 352376 45899512    0    0  4860     0 279713 1004654  0 16 71 14  0
12  6      0 312174624 352376 45902580    0    0  8984     0 278796 1005486  0 16 70 14  0
12  7      0 312188000 352376 45903604    0    0  5376     0 280838 959273  0 16 70 14  0
 8 11      0 312184192 352376 45902504    0    0  5376     0 275273 885886  0 15 71 14  0
 7 11      0 312207712 352376 45899900    0    0  6148     0 277915 911912  0 15 71 14  0
 6 11      0 312250048 352376 45891340    0    0 11948     0 284420 1024537  0 16 71 13  0
10  8      0 312238880 352376 45896388    0    0 19596     0 285488 1104472  0 16 71 12  0
17  6      0 312238528 352376 45900704    0    0 13788     0 286426 1129055  0 17 71 12  0
 7 11      0 312227872 352376 45898332    0    0 11172     0 280917 1055037  0 17 70 14  0
 8 11      0 312216864 352376 45899436    0    0  9224     0 288611 1061202  0 17 71 12  0
11  8      0 312243168 352376 45891576    0    0  5376     0 284880 998638  0 15 71 14  0
 5 12      0 312236704 352376 45898184    0    0  5376     0 282831 930680  0 15 70 15  0
15  4      0 312248544 352376 45903580    0    0  5464     0 283278 911357  0 15 70 15  0
13  6      0 312270144 352376 45902004    0    0  5376     0 279470 885339  0 15 70 15  0
10  4      0 312265408 352376 45898188    0    0  6272     0 279868 892823  0 15 71 14  0
 5 11      0 312247744 352376 45901188    0    0  6144     0 281522 896753  0 15 71 14  0
 4 13      0 312257760 352376 45902032    0    0  8808     0 287942 943538  0 15 71 14  0
 6 11      0 312267968 352376 45901696    0    0  5380     0 286802 912816  0 15 70 14  0
 5 16      0 312275776 352376 45899152    0    0  5376     0 282015 916114  0 15 71 14  0
16  8      0 312280000 352376 45897972    0    0  6368     0 282103 982144  0 16 70 14  0
 4 12      0 312274848 352376 45903632    0    0  9532     0 279335 989576  0 15 71 14  0
 9 18      0 312268512 352376 45896268    0    0  6272     0 282436 1092812  0 17 70 13  0
 8 11      0 312254336 352376 45904356    0    0 25992     0 285531 1126122  0 17 70 12  0
 6 13      0 312262752 352376 45900984    0    0  8320     0 280404 1030903  0 16 71 13  0
 8  9      0 312300352 352376 45902836    0    0  7936     0 280184 1029742  0 16 71 13  0
 5 11      0 312263456 352376 45899900    0    0  7936     0 282725 1004942  0 16 70 13  0
10  7      0 312258400 352376 45899680    0    0  6144     0 277569 919238  0 15 71 14  0
 7 12      0 312269568 352376 45901960    0    0  7936     0 281708 943078  0 15 71 14  0
13  8      0 312258592 352376 45904520    0    0  6656     0 280885 924914  0 15 71 14  0
 4 11      0 312299520 352376 45898380    0    0  7168     0 281554 927800  0 15 71 14  0
 2 10      0 312276864 352376 45902096    0    0  6272     0 282402 991244  0 16 71 14  0
 4 13      0 312265024 352376 45902672    0    0  5376     0 280172 939164  0 15 71 14  0
 6  9      0 312257216 352376 45903636    0    0  6280     0 281585 926361  0 15 70 15  0
 5 11      0 312270208 352376 45903824    0    0  6272     0 282828 917864  0 15 71 13  0
 8  6      0 312288864 352376 45875108    0    0  9216     0 290163 989382  0 16 72 13  0
10 11      0 312300032 352376 45882304    0    0  6272     0 286230 1000278  0 15 72 12  0
 7 10      0 312348192 352376 45895752    0    0 11056     0 290162 1096520  0 17 71 12  0
 6  9      0 312349344 352376 45902492    0    0 17152     0 292188 1127002  0 17 71 12  0
 8 12      0 312348640 352376 45896828    0    0 12288     0 287753 1096803  0 17 71 13  0
 8 10      0 312369344 352376 45900028    0    0  8392     0 286051 1020672  0 16 71 13  0
 5 11      0 312357664 352376 45902024    0    0  5376     0 285926 974143  0 15 72 13  0
10  7      0 312363136 352376 45900572    0    0  6144     0 288259 974826  0 15 73 12  0
 8  9      0 312375168 352376 45903164    0    0  6912     0 285983 958103  0 15 72 13  0
11  4      0 312414688 352376 45899712    0    0  6272     0 288680 973494  0 15 72 13  0
 1 10      0 312415136 352376 45903168    0    0  8064     0 285736 948675  0 15 72 13  0
 2 10      0 312422912 352376 45900532    0    0 12416     0 284426 888218  0 15 72 13  0
 8 10      0 312412768 352376 45903480    0    0  7168     0 283521 929892  0 15 72 13  0
12  8      0 312423744 352376 45900300    0    0  8960     0 284960 933225  0 15 72 13  0
 3 10      0 312406720 352376 45901752    0    0 14192     0 286511 951897  0 15 72 13  0
 4 10      0 312407264 352376 45902764    0    0 19200     0 285872 953564  0 16 71 13  0
13  3      0 312412896 352376 45897048    0    0 27968     0 283961 1008382  0 16 71 13  0
 4  9      0 312410368 352376 45904008    0    0 18944     0 284234 1061319  0 16 71 12  0
10  7      0 312381280 352376 45895944    0    0 22272     0 287336 1069123  0 17 71 12  0
 9  6      0 312387360 352376 45900784    0    0  9088     0 286325 1019135  0 16 71 13  0
12  3      0 312411840 352376 45899900    0    0 12800     0 282406 1013092  0 16 71 13  0
 3  9      0 312440512 352376 45900476    0    0 15804     0 285108 966913  0 15 72 13  0
 3 10      0 312436608 352376 45900568    0    0  7296     0 287067 937644  0 15 72 13  0
 2 11      0 312407424 352376 45899336    0    0  6128     0 282178 905464  0 15 72 13  0
14  1      0 312428896 352376 45889680    0    0 19456     0 278441 936195  0 15 71 13  0
14  6      0 312414368 352376 45901236    0    0 11264     0 281790 958412  0 15 72 13  0
 9  8      0 312420032 352376 45898368    0    0 33380     0 284124 930586  0 15 72 12  0
 9  7      0 312440512 352376 45897040    0    0 15552     0 285808 949303  0 15 73 12  0
19  0      0 312432832 352376 45901296    0    0 11644     0 283172 925956  0 15 72 13  0
 9  7      0 312448704 352376 45900140    0    0  9472     0 283735 923961  0 15 72 13  0
15  3      0 312426016 352376 45896304    0    0 10240     0 279698 908441  0 15 72 13  0
15  3      0 312442400 352376 45893816    0    0 13428     0 284432 1000079  0 16 71 13  0
 9  7      0 312410496 352376 45900460    0    0 26056     0 286452 1075643  0 17 71 12  0
16  4      0 312375584 352376 45894152    0    0 17828     0 285480 1065113  0 17 71 12  0
 7 11      0 312369248 352376 45896196    0    0 16856     0 281428 1042972  0 17 71 13  0
 8  9      0 312406080 352372 45893244    0    0  9364     0 282990 982970  0 16 71 13  0
 5 10      0 312412768 352372 45896112    0    0  6436     0 278158 931671  0 15 71 13  0
 5 11      0 312422944 352372 45894540    0    0  3840     0 281251 923423  0 15 72 13  0
 2  9      0 312435552 352372 45899424    0    0 11972     0 281689 926709  0 15 73 12  0
15  3      0 312416576 352372 45901748    0    0  8744     0 278185 909302  0 15 72 13  0
 6 10      0 312422144 352372 45902700    0    0  3840     0 281851 927102  0 15 71 13  0
 6  9      0 312414208 352372 45901476    0    0  3840     0 276011 890952  0 15 71 14  0
16  1      0 312415456 352372 45904004    0    0  4828     0 280989 868803  0 14 72 13  0
11  1      0 312404736 352372 45902596    0    0 11088     0 283120 938863  0 15 73 12  0
 9 10      0 312402336 352372 45902768    0    0 14212     0 280677 980271  0 15 72 12  0
 7  9      0 312447264 352372 45897676    0    0 10112     0 281188 972668  0 16 72 12  0
 7  8      0 312430816 352372 45905920    0    0 16372     0 282817 1066299  0 17 72 11  0
 2 10      0 312415360 352372 45903204    0    0  8060     0 281733 1042886  0 17 71 13  0
 5 15      0 312413152 352372 45900488    0    0  7040     0 283204 1080796  0 17 71 12  0
13  3      0 312406720 352372 45902136    0    0 10088     0 282810 1044584  0 17 71 12  0
 3 11      0 312447168 352372 45899252    0    0  6776     0 279857 954330  0 15 72 13  0
 5 15      0 312454080 352372 45899832    0    0  4680     0 279196 919486  0 15 71 14  0
13  5      0 312453440 352372 45900532    0    0  3896     0 283138 996828  0 16 71 13  0
 5 11      0 312435584 352372 45901648    0    0  3916     0 283773 983173  0 16 70 14  0
 6 11      0 312403872 352372 45901936    0    0  6400     0 282054 990882  0 16 70 14  0
 5 11      0 312403008 352372 45899204    0    0  4196     0 283178 1001847  0 16 71 13  0
 5 10      0 312439104 352372 45900396    0    0  4480     0 281853 1000057  0 16 71 13  0
 5 11      0 312461952 352372 45899392    0    0  7144     0 281497 1009989  0 16 71 12  0
14  4      0 312462048 352372 45900764    0    0 34232     0 283833 1044129  0 16 72 11  0
10  7      0 312438944 352372 45902748    0    0 19072     0 278533 1032155  0 16 72 12  0
 6 10      0 312432480 352372 45905184    0    0 25984     0 278441 1018574  0 16 72 12  0
16  3      0 312434048 352372 45902740    0    0  7808     0 279755 1062848  0 16 71 12  0
 8 11      0 312449152 352372 45899396    0    0  7424     0 280627 1084896  0 17 71 12  0
 3 12      0 312418624 352372 45904604    0    0 11648     0 282076 1063428  0 17 71 12  0
11  3      0 312427200 352372 45906884    0    0 29716     0 280305 995017  0 16 72 12  0
 7  7      0 312430144 352372 45907496    0    0 13824     0 279911 1015800  0 16 72 12  0
14  3      0 312438944 352372 45901952    0    0 12544     0 280595 964829  0 16 72 12  0
 7  9      0 312457536 352372 45903352    0    0  3840     0 271468 846841  0 13 74 13  0
 6  9      0 312447872 352372 45905780    0    0 12416     0 281210 941393  0 15 72 12  0
 6  9      0 312451168 352372 45902544    0    0  6400     0 278812 923672  0 16 72 12  0
 7  9      0 312482592 352372 45905284    0    0  6148     0 278442 923378  0 15 73 12  0
 4  9      0 312476160 352372 45902712    0    0 19252     0 281233 917331  0 15 73 12  0
 5 10      0 312446656 352372 45904612    0    0  9984     0 281513 927572  0 15 73 12  0
 9  7      0 312443712 352372 45900948    0    0  7040     0 281883 917063  0 15 73 12  0
11 12      0 312431296 352372 45893484    0    0  9456     0 282762 891815  0 16 72 12  0
11  4      0 312406016 352372 45899004    0    0  6400     0 283973 971230  1 17 71 11  0
11  9      0 312402944 352372 45901824    0    0  5120     0 276859 983034  0 16 72 12  0
 8 10      0 312405120 352372 45903092    0    0  6144     0 279073 1057710  0 17 71 11  0
 5 10      0 312403584 352372 45901132    0    0  8832     0 281248 1041597  0 17 71 12  0
 8 10      0 312421120 352372 45902840    0    0 11084     0 283703 1029981  0 17 72 11  0
11  8      0 312400032 352372 45903520    0    0  4480     0 278864 965451  0 16 72 12  0
 6 16      0 312402304 352372 45902964    0    0  4096     0 278632 918539  0 15 71 13  0
 5 10      0 312430112 352372 45903752    0    0  3840     0 278503 931098  0 15 72 13  0
 6  9      0 312396416 352372 45901632    0    0  3200     0 277719 922514  0 15 72 13  0
 6 10      0 312375808 352372 45902568    0    0  4480     0 278639 829785  0 15 72 13  0
 7 12      0 312369120 352372 45902852    0    0  7360     0 277968 910457  0 15 72 13  0
 6  8      0 312383744 352372 45901388    0    0  3200     0 278369 832310  0 14 73 14  0
 5 10      0 312422176 352372 45895872    0    0  3200     0 276503 830249  0 14 72 14  0
 6  6      0 312439744 352372 45899896    0    0  3328     0 278381 861069  0 14 73 13  0
 5 10      0 312418944 352372 45904124    0    0  3712     0 275937 834253  0 14 73 13  0
10  9      0 312401664 352372 45900436    0    0  3968     0 275901 814665  0 14 72 14  0
 7 10      0 312406208 352372 45900452    0    0  7556     0 282415 985082  0 16 73 11  0
 3 11      0 312407616 352372 45902784    0    0  6400     0 281048 1050067  0 17 72 12  0
 7  9      0 312393600 352372 45900052    0    0  9600     0 279477 1050595  0 17 71 12  0
11  6      0 312403008 352372 45899336    0    0  8832     0 283247 1057322  0 17 72 12  0
13  2      0 312433760 352372 45899508    0    0  9360     0 287432 1045994  0 16 72 12  0
 7  9      0 312427264 352372 45896288    0    0  4480     0 280727 979016  0 16 72 12  0
