timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:50:58.486, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:58.486, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:00.486, NVIDIA H200, 46 %, 12 %, 36
2025/06/19 17:51:00.486, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:00.486, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:00.486, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:02.486, NVIDIA H200, 0 %, 0 %, 34
2025/06/19 17:51:02.486, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:02.486, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:02.486, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:04.487, NVIDIA H200, 12 %, 0 %, 33
2025/06/19 17:51:04.487, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:04.487, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:04.487, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:06.487, NVIDIA H200, 5 %, 0 %, 33
2025/06/19 17:51:06.487, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:06.487, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:06.487, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:08.487, NVIDIA H200, 56 %, 13 %, 33
2025/06/19 17:51:08.487, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:08.487, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:08.487, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:10.488, NVIDIA H200, 13 %, 0 %, 33
2025/06/19 17:51:10.488, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:10.488, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:10.488, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:12.488, NVIDIA H200, 14 %, 0 %, 35
2025/06/19 17:51:12.488, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:12.488, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:12.488, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:14.488, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:51:14.488, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:14.488, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:14.488, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:16.488, NVIDIA H200, 16 %, 0 %, 34
2025/06/19 17:51:16.488, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:16.488, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:16.488, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:18.489, NVIDIA H200, 7 %, 0 %, 33
2025/06/19 17:51:18.489, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:18.489, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:18.489, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:20.489, NVIDIA H200, 11 %, 0 %, 33
2025/06/19 17:51:20.489, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:20.489, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:20.489, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:22.489, NVIDIA H200, 93 %, 23 %, 34
2025/06/19 17:51:22.489, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:22.489, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:22.489, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:24.490, NVIDIA H200, 11 %, 0 %, 33
2025/06/19 17:51:24.490, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:24.490, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:24.490, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:26.490, NVIDIA H200, 7 %, 0 %, 33
2025/06/19 17:51:26.490, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:26.490, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:26.490, NVIDIA H200, 0 %, 0 %, 28
